session_id,start_date,end_date,first_prod,last_prod,prod_count,most_common_cat,count_num_unique_cat,time_diff,time_per_prod,time_first_prod,item_purch,purch_date,0,1,2,3,most_seen_cluster,first_item_cluster,last_item_cluster
52,2020-03-21 11:47:21.812,2020-03-21 11:47:59.930,24636,12047,2,47,32,38,19,día,12556,2020-03-21 11:49:07.324,0.0,1.0,0.0,1.0,1,3,1
75,2020-05-24 17:27:06.195,2020-05-24 17:27:06.195,5409,5409,1,3,25,0,0,tarde,28057,2020-05-24 17:27:54.288,0.0,1.0,0.0,0.0,1,1,1
77,2020-09-20 15:41:27.419,2020-09-20 21:35:39.197,24315,7935,5,4,34,21251,4250,tarde,4243,2020-09-20 21:37:20.838,0.0,4.0,1.0,0.0,1,1,1
107,2020-01-15 06:04:58.297,2020-01-15 06:05:18.497,27477,20147,3,30,32,20,6,madrugada,4016,2020-01-15 06:07:23.177,1.0,1.0,1.0,0.0,0,1,2
108,2020-06-06 16:59:27.995,2020-06-06 17:24:00.120,4816,15421,27,30,26,1472,54,tarde,18532,2020-06-06 17:25:15.508,7.0,20.0,0.0,0.0,1,1,1
113,2021-05-05 13:18:20.994,2021-05-05 14:13:21.645,6187,17218,6,4,32,3300,550,tarde,21107,2021-05-05 14:15:07.278,0.0,4.0,2.0,0.0,1,1,2
115,2021-05-27 10:13:40.996,2021-05-27 10:14:17.135,19705,16631,8,2,18,36,4,día,25976,2021-05-27 10:24:05.043,0.0,0.0,0.0,8.0,3,3,3
119,2020-10-11 06:30:50.893,2020-10-11 06:31:49.741,25907,26148,3,4,30,58,19,madrugada,434,2020-10-11 06:32:22.085,0.0,2.0,1.0,0.0,1,1,2
124,2020-05-18 11:03:42.492,2020-05-18 11:03:42.492,26092,26092,1,7,14,0,0,día,3732,2020-05-18 11:04:15.420,1.0,0.0,0.0,0.0,0,0,0
127,2020-01-15 08:33:19.025,2020-01-15 09:57:12.288,19062,689,6,30,29,5033,838,día,25117,2020-01-15 15:17:43.659,4.0,1.0,1.0,0.0,0,0,0
140,2021-04-28 13:42:35.259,2021-04-28 13:45:28.112,18723,13914,3,4,19,172,57,tarde,23502,2021-04-28 13:45:31.202,0.0,0.0,3.0,0.0,2,2,2
151,2020-03-04 13:04:10.030,2020-03-04 13:04:23.182,6110,27770,2,30,19,13,6,tarde,15623,2020-03-04 13:04:39.716,2.0,0.0,0.0,0.0,0,0,0
153,2021-01-16 19:39:55.613,2021-01-16 19:40:28.121,16218,973,3,4,18,32,10,noche,20208,2021-01-16 19:40:36.012,0.0,0.0,3.0,0.0,2,2,2
154,2020-04-24 07:23:41.545,2020-04-24 07:23:41.545,21152,21152,1,4,18,0,0,día,27613,2020-04-24 07:26:08.643,0.0,0.0,1.0,0.0,2,2,2
156,2020-11-27 12:48:25.340,2020-11-27 12:48:25.340,3462,3462,1,4,20,0,0,tarde,7096,2020-11-27 12:49:17.506,0.0,0.0,1.0,0.0,2,2,2
170,2020-03-08 12:49:58.542,2020-03-08 12:49:58.542,3320,3320,1,3,24,0,0,tarde,20691,2020-03-08 12:57:23.604,0.0,1.0,0.0,0.0,1,1,1
171,2020-12-18 01:00:42.334,2020-12-18 01:05:02.110,13547,22079,3,4,30,259,86,madrugada,14014,2020-12-18 01:12:30.945,0.0,2.0,1.0,0.0,1,2,1
181,2020-04-03 19:03:51.175,2020-04-03 19:26:43.783,4822,10244,5,47,35,1372,274,noche,3162,2020-04-03 19:27:09.209,0.0,2.0,0.0,3.0,3,1,3
182,2020-01-29 20:45:11.859,2020-01-29 20:45:11.859,23789,23789,1,4,21,0,0,noche,17882,2020-01-29 20:45:59.526,0.0,0.0,1.0,0.0,2,2,2
184,2021-04-04 01:42:14.691,2021-04-04 01:42:14.691,14383,14383,1,4,18,0,0,madrugada,419,2021-04-04 01:43:26.238,0.0,0.0,1.0,0.0,2,2,2
186,2021-03-27 18:31:13.359,2021-03-27 18:31:53.932,19960,4798,2,4,18,40,20,noche,1368,2021-03-27 22:12:41.377,0.0,0.0,2.0,0.0,2,2,2
188,2020-10-12 20:19:14.215,2020-10-12 20:19:14.215,2284,2284,1,3,24,0,0,noche,10852,2020-10-12 20:19:35.231,0.0,1.0,0.0,0.0,1,1,1
195,2021-01-05 00:19:08.996,2021-01-05 12:03:32.745,16626,24641,10,3,31,42263,4226,madrugada,1631,2021-01-05 12:04:27.612,0.0,10.0,0.0,0.0,1,1,1
207,2020-07-04 09:14:35.316,2020-07-04 18:19:09.014,17932,17932,4,30,25,32673,8168,día,15501,2020-07-04 20:09:31.029,0.0,4.0,0.0,0.0,1,1,1
208,2020-12-13 09:56:08.337,2020-12-13 09:56:08.337,26257,26257,1,2,18,0,0,día,27584,2020-12-13 09:56:28.935,0.0,0.0,0.0,1.0,3,3,3
226,2020-12-12 11:49:31.381,2020-12-12 11:52:49.646,20275,21816,7,3,25,198,28,día,27768,2020-12-12 11:54:16.573,0.0,7.0,0.0,0.0,1,1,1
227,2020-08-16 12:36:19.458,2020-08-16 12:37:37.203,18518,21773,3,2,20,77,25,tarde,24836,2020-08-16 12:38:25.676,0.0,0.0,0.0,3.0,3,3,3
232,2020-09-11 12:17:25.263,2020-09-11 12:17:25.263,19464,19464,1,3,25,0,0,tarde,10657,2020-09-11 12:18:12.584,0.0,1.0,0.0,0.0,1,1,1
235,2020-08-14 21:07:19.177,2020-08-14 21:09:40.774,15200,12434,2,30,32,141,70,noche,11065,2020-08-14 21:11:22.333,0.0,0.0,1.0,1.0,2,3,2
237,2020-09-09 20:44:24.438,2020-09-09 20:44:24.438,26424,26424,1,3,24,0,0,noche,19908,2020-09-09 20:44:56.692,0.0,1.0,0.0,0.0,1,1,1
247,2021-02-13 12:41:18.136,2021-02-13 12:56:46.199,6706,21874,4,3,25,928,232,tarde,18742,2021-02-13 12:57:45.287,0.0,4.0,0.0,0.0,1,1,1
248,2020-12-14 12:41:51.577,2020-12-14 13:10:27.072,8622,2021,15,4,38,1715,114,tarde,5066,2020-12-14 13:10:53.162,0.0,8.0,7.0,0.0,1,2,1
261,2021-05-31 13:28:33.668,2021-05-31 13:37:25.957,17428,25002,6,4,30,532,88,tarde,8840,2021-05-31 13:44:52.368,0.0,3.0,3.0,0.0,1,2,1
266,2021-02-27 17:35:55.258,2021-02-27 17:35:55.258,13615,13615,1,3,25,0,0,tarde,23852,2021-02-27 17:37:03.395,0.0,1.0,0.0,0.0,1,1,1
289,2020-04-25 19:02:45.461,2020-04-25 19:50:36.406,8060,8060,5,4,19,2870,574,noche,16660,2020-04-25 19:52:01.383,0.0,0.0,5.0,0.0,2,2,2
302,2020-12-07 16:37:13.553,2020-12-07 16:37:21.579,16218,18156,2,4,18,8,4,tarde,8060,2020-12-07 16:37:33.057,0.0,0.0,2.0,0.0,2,2,2
306,2021-03-15 11:03:51.361,2021-03-15 11:05:06.911,20770,3422,3,4,19,75,25,día,17376,2021-03-15 11:05:10.535,0.0,0.0,3.0,0.0,2,2,2
315,2020-11-13 10:51:19.121,2020-11-13 10:54:31.184,19464,3697,2,3,25,192,96,día,10126,2020-11-13 10:55:42.067,0.0,2.0,0.0,0.0,1,1,1
318,2021-04-26 09:23:57.592,2021-04-26 09:23:57.592,21330,21330,1,3,24,0,0,día,16572,2021-04-26 09:24:46.895,0.0,1.0,0.0,0.0,1,1,1
324,2020-05-25 15:36:44.012,2020-05-25 15:37:12.095,12437,19356,2,4,18,28,14,tarde,26160,2020-05-25 15:40:17.987,0.0,0.0,2.0,0.0,2,2,2
325,2021-05-05 09:59:19.756,2021-05-05 10:01:35.310,19882,9219,5,4,33,135,27,día,4309,2021-05-05 10:11:06.926,0.0,1.0,4.0,0.0,2,2,2
332,2021-05-25 15:38:47.633,2021-05-25 15:39:08.032,5264,23345,2,3,24,20,10,tarde,25415,2021-05-25 16:24:30.224,0.0,2.0,0.0,0.0,1,1,1
334,2020-01-15 21:26:08.942,2020-01-15 21:26:08.942,5370,5370,1,30,26,0,0,noche,13538,2020-01-15 21:26:39.138,0.0,1.0,0.0,0.0,1,1,1
337,2021-03-05 07:42:43.012,2021-03-05 07:46:49.125,12282,10122,4,3,32,246,61,día,24738,2021-03-05 07:47:30.682,0.0,4.0,0.0,0.0,1,1,1
339,2021-02-06 20:32:45.263,2021-02-06 20:37:42.179,11154,18526,5,3,25,296,59,noche,17747,2021-02-06 20:39:22.584,0.0,5.0,0.0,0.0,1,1,1
340,2021-01-09 20:08:54.546,2021-01-09 20:13:22.424,15087,1442,8,4,27,267,33,noche,7046,2021-01-09 21:07:20.440,0.0,8.0,0.0,0.0,1,1,1
349,2020-10-24 22:39:12.110,2020-10-24 22:39:12.110,11723,11723,1,30,19,0,0,noche,697,2020-10-24 22:39:38.868,0.0,0.0,1.0,0.0,2,2,2
351,2021-03-05 18:50:12.934,2021-03-05 19:28:52.425,27555,9200,2,47,36,2319,1159,noche,9683,2021-03-05 19:45:49.050,0.0,1.0,0.0,1.0,1,3,1
352,2020-06-08 19:57:56.747,2020-06-08 20:01:06.400,8530,13653,2,2,21,189,94,noche,21534,2020-06-08 20:07:05.896,0.0,0.0,0.0,2.0,3,3,3
359,2020-12-02 19:40:52.158,2020-12-02 19:40:52.158,24100,24100,1,2,18,0,0,noche,9284,2020-12-02 19:42:47.529,0.0,0.0,0.0,1.0,3,3,3
376,2020-01-25 11:36:54.066,2020-01-25 11:39:45.804,20048,23276,5,30,19,171,34,día,25681,2020-01-25 11:48:15.772,0.0,0.0,5.0,0.0,2,2,2
378,2020-02-26 10:47:07.309,2020-02-26 10:49:16.848,14564,2669,2,30,20,129,64,día,8321,2020-02-26 10:50:04.862,0.0,0.0,0.0,2.0,3,3,3
380,2021-01-01 12:12:59.525,2021-01-01 20:39:35.706,26853,23427,10,4,36,30396,3039,tarde,3423,2021-01-01 20:40:41.685,0.0,2.0,8.0,0.0,2,2,2
384,2020-12-18 08:47:40.737,2020-12-18 08:54:29.608,9582,27183,10,2,23,408,40,día,25114,2020-12-18 08:54:56.893,0.0,0.0,0.0,10.0,3,3,3
388,2021-05-21 18:11:59.182,2021-05-21 18:11:59.182,1610,1610,1,3,25,0,0,noche,14800,2021-05-21 18:12:17.106,0.0,1.0,0.0,0.0,1,1,1
390,2021-03-04 17:46:01.186,2021-03-04 17:46:01.186,1750,1750,1,1,24,0,0,tarde,8242,2021-03-04 17:46:43.403,0.0,1.0,0.0,0.0,1,1,1
412,2020-11-30 08:52:50.796,2020-11-30 09:08:10.119,10927,25772,3,3,31,919,306,día,8193,2020-11-30 09:10:14.813,0.0,3.0,0.0,0.0,1,1,1
415,2020-01-20 08:00:55.881,2020-01-20 21:57:28.439,14354,5170,11,30,45,50192,4562,día,13272,2020-01-20 22:55:46.392,1.0,2.0,7.0,1.0,2,2,2
418,2020-12-29 22:41:20.400,2020-12-29 23:00:00.017,14230,17868,9,30,33,1119,124,noche,22231,2020-12-29 23:01:45.507,0.0,8.0,1.0,0.0,1,1,1
419,2020-07-09 07:10:54.511,2020-07-09 07:11:30.345,25291,21825,2,4,28,35,17,día,20563,2020-07-09 07:12:19.078,0.0,2.0,0.0,0.0,1,1,1
422,2021-04-08 17:18:00.767,2021-04-08 17:55:19.386,1146,8062,4,3,25,2238,559,tarde,6790,2021-04-08 18:07:25.169,0.0,4.0,0.0,0.0,1,1,1
428,2020-11-02 00:00:01.630,2020-11-02 00:09:28.888,7014,14376,10,3,26,567,56,madrugada,28032,2020-11-02 00:09:49.426,0.0,10.0,0.0,0.0,1,1,1
429,2021-03-26 18:19:29.196,2021-03-26 18:20:12.495,7963,25885,4,4,19,43,10,noche,26904,2021-03-26 18:20:17.319,0.0,0.0,4.0,0.0,2,2,2
431,2020-06-22 13:21:30.322,2020-06-22 13:21:30.322,5243,5243,1,30,21,0,0,tarde,27998,2020-06-22 13:21:40.573,0.0,0.0,1.0,0.0,2,2,2
443,2020-09-01 16:25:09.763,2020-09-01 17:22:36.032,14558,8031,21,47,50,3446,164,tarde,18573,2020-09-01 17:23:02.000,0.0,15.0,2.0,4.0,1,1,1
449,2020-07-26 14:02:25.740,2020-07-26 14:08:45.229,13539,5241,11,4,41,379,34,tarde,5610,2020-07-26 14:09:25.445,0.0,6.0,5.0,0.0,1,2,1
450,2020-01-09 09:15:31.891,2020-01-09 13:47:49.160,18242,13081,3,30,26,16337,5445,día,15417,2020-01-09 13:47:54.201,2.0,0.0,1.0,0.0,0,0,2
453,2020-08-29 22:26:27.399,2020-08-29 22:43:04.320,13409,19529,12,47,49,996,83,noche,8167,2020-08-29 22:43:15.020,0.0,10.0,1.0,1.0,1,1,1
454,2020-09-16 17:00:18.902,2020-09-16 17:00:18.902,10390,10390,1,30,25,0,0,tarde,7828,2020-09-16 21:18:04.355,0.0,1.0,0.0,0.0,1,1,1
457,2021-02-12 00:27:14.024,2021-02-12 00:33:39.961,17826,13429,5,4,28,385,77,madrugada,27869,2021-02-12 00:36:11.921,0.0,5.0,0.0,0.0,1,1,1
459,2020-04-04 12:04:24.059,2020-04-04 14:17:05.975,7558,28117,7,31,20,7961,1137,tarde,8706,2020-04-04 14:18:58.680,0.0,0.0,0.0,7.0,3,3,3
461,2020-04-12 14:10:32.515,2020-04-12 14:10:32.515,6372,6372,1,30,21,0,0,tarde,853,2020-04-12 14:11:16.280,0.0,0.0,1.0,0.0,2,2,2
464,2020-06-04 10:15:04.979,2020-06-04 10:15:04.979,7607,7607,1,2,17,0,0,día,28139,2020-06-04 10:16:35.674,0.0,0.0,0.0,1.0,3,3,3
467,2020-12-01 20:46:38.756,2020-12-01 20:52:37.321,2383,25809,2,4,31,358,179,noche,13656,2020-12-01 20:53:09.866,0.0,1.0,1.0,0.0,1,1,2
475,2020-11-30 11:36:52.955,2020-11-30 12:14:17.254,20976,16127,10,4,31,2244,224,día,11855,2020-11-30 12:14:43.248,0.0,10.0,0.0,0.0,1,1,1
477,2020-05-27 07:07:00.353,2020-05-27 07:08:21.164,20455,20178,3,31,20,80,26,día,5355,2020-05-27 07:09:06.727,0.0,0.0,0.0,3.0,3,3,3
480,2021-04-04 11:32:38.834,2021-04-04 11:39:11.063,2915,16377,3,4,18,392,130,día,4130,2021-04-04 11:40:10.383,0.0,0.0,3.0,0.0,2,2,2
482,2020-08-22 20:36:32.675,2020-08-22 20:37:22.483,6386,11421,5,4,34,49,9,noche,7665,2020-08-22 20:39:25.721,0.0,2.0,3.0,0.0,2,2,2
486,2020-05-09 19:36:15.018,2020-05-09 19:36:15.018,15373,15373,1,30,20,0,0,noche,5782,2020-05-09 19:36:52.537,0.0,0.0,1.0,0.0,2,2,2
487,2020-08-29 16:43:56.404,2020-08-29 17:04:01.096,26044,14473,4,3,31,1204,301,tarde,921,2020-08-29 17:04:49.036,0.0,4.0,0.0,0.0,1,1,1
493,2020-12-12 15:51:38.224,2020-12-12 15:55:18.749,27225,1441,4,4,31,220,55,tarde,20599,2020-12-12 15:56:32.929,0.0,1.0,3.0,0.0,2,2,2
494,2021-01-18 12:16:32.293,2021-01-18 12:16:32.293,14680,14680,1,3,24,0,0,tarde,11784,2021-01-18 12:23:27.501,0.0,1.0,0.0,0.0,1,1,1
496,2021-04-02 14:29:26.664,2021-04-02 14:36:00.733,23462,26180,7,4,18,394,56,tarde,1640,2021-04-02 14:38:38.961,0.0,0.0,7.0,0.0,2,2,2
499,2020-08-08 13:59:50.818,2020-08-08 14:05:43.343,16195,13617,7,30,24,352,50,tarde,1374,2020-08-08 14:14:42.879,0.0,0.0,7.0,0.0,2,2,2
507,2020-05-16 13:03:36.204,2020-05-16 13:03:36.204,8180,8180,1,30,26,0,0,tarde,18672,2020-05-16 13:03:53.150,0.0,1.0,0.0,0.0,1,1,1
508,2020-12-24 21:31:11.384,2020-12-24 21:36:07.942,17044,11691,2,4,31,296,148,noche,13944,2020-12-24 21:36:32.433,0.0,1.0,1.0,0.0,1,1,2
509,2020-10-23 19:17:39.537,2020-10-23 19:31:38.238,21029,8408,18,4,46,838,46,noche,24940,2020-10-23 19:31:56.977,0.0,11.0,7.0,0.0,1,1,1
512,2020-05-27 09:06:26.176,2020-05-27 09:22:30.548,26283,4612,14,30,39,964,68,día,28135,2020-05-27 09:23:26.806,0.0,3.0,11.0,0.0,2,1,2
523,2020-08-10 19:23:11.685,2020-08-10 19:23:11.685,27842,27842,1,3,25,0,0,noche,20780,2020-08-10 19:23:35.774,0.0,1.0,0.0,0.0,1,1,1
526,2021-05-28 08:28:29.245,2021-05-28 08:33:58.360,1515,2237,4,30,26,329,82,día,10915,2021-05-28 08:35:35.820,0.0,4.0,0.0,0.0,1,1,1
527,2020-09-01 10:56:21.311,2020-09-01 11:17:57.242,3327,11538,6,47,38,1295,215,día,1108,2020-09-01 11:26:05.820,0.0,3.0,0.0,3.0,1,1,3
534,2020-09-26 21:40:28.582,2020-09-26 21:50:32.751,24275,24275,6,47,42,604,100,noche,9442,2020-09-26 21:55:13.674,0.0,2.0,3.0,1.0,2,2,2
540,2020-06-08 07:30:25.120,2020-06-08 07:55:12.310,4618,24760,8,7,31,1487,185,día,4586,2020-06-08 07:55:47.474,1.0,3.0,4.0,0.0,2,1,2
544,2021-04-21 17:12:18.967,2021-04-21 17:50:58.228,26237,13636,2,47,35,2319,1159,tarde,15777,2021-04-21 17:54:04.511,0.0,1.0,0.0,1.0,1,3,1
553,2020-07-02 13:30:47.333,2020-07-02 13:35:35.764,9522,16660,3,4,18,288,96,tarde,13226,2020-07-02 13:36:08.204,0.0,0.0,3.0,0.0,2,2,2
556,2020-05-23 11:23:11.696,2020-05-23 11:28:20.035,14259,13057,8,7,33,308,38,día,717,2020-05-23 11:30:08.252,1.0,2.0,5.0,0.0,2,0,1
561,2020-04-27 11:53:47.722,2020-04-27 11:53:47.722,18736,18736,1,7,13,0,0,día,22362,2020-04-27 11:59:23.694,0.0,0.0,1.0,0.0,2,2,2
564,2021-03-30 06:52:54.406,2021-03-30 06:52:54.406,2845,2845,1,3,25,0,0,madrugada,17756,2021-03-30 06:53:45.043,0.0,1.0,0.0,0.0,1,1,1
574,2020-07-30 18:14:40.366,2020-07-30 18:14:40.366,3741,3741,1,4,19,0,0,noche,4612,2020-07-30 18:15:17.793,0.0,0.0,1.0,0.0,2,2,2
579,2021-05-14 19:32:58.021,2021-05-14 19:52:47.244,19143,167,5,4,35,1189,237,noche,15464,2021-05-14 19:53:25.760,0.0,4.0,1.0,0.0,1,1,1
592,2021-03-19 08:50:22.983,2021-03-19 08:59:06.454,15170,1780,2,4,29,523,261,día,26691,2021-03-19 09:04:28.912,0.0,1.0,1.0,0.0,1,1,2
599,2021-03-14 17:50:25.917,2021-03-14 17:50:53.821,12040,7635,2,3,25,27,13,tarde,6706,2021-03-14 17:51:20.373,0.0,2.0,0.0,0.0,1,1,1
601,2020-11-27 23:01:54.046,2020-11-27 23:01:54.046,14927,14927,1,4,18,0,0,noche,20596,2020-11-27 23:02:53.484,0.0,0.0,1.0,0.0,2,2,2
603,2020-07-01 18:47:32.463,2020-07-01 18:47:32.463,21024,21024,1,3,25,0,0,noche,1729,2020-07-01 19:41:50.028,0.0,1.0,0.0,0.0,1,1,1
606,2020-07-03 03:46:38.996,2020-07-03 03:46:38.996,6221,6221,1,2,17,0,0,madrugada,3774,2020-07-03 03:47:13.327,0.0,0.0,0.0,1.0,3,3,3
609,2020-03-08 13:34:30.196,2020-03-08 13:39:53.063,9052,6332,3,30,38,322,107,tarde,6419,2020-03-08 13:43:20.741,1.0,1.0,0.0,1.0,0,3,1
631,2020-12-06 02:00:48.855,2020-12-06 20:35:14.022,3880,3880,2,4,20,66865,33432,madrugada,24200,2020-12-06 20:36:04.654,0.0,0.0,2.0,0.0,2,2,2
632,2020-08-10 11:59:08.437,2020-08-10 11:59:28.275,7522,7522,2,2,17,19,9,día,13393,2020-08-10 12:01:07.813,0.0,0.0,0.0,2.0,3,3,3
633,2020-12-18 16:49:55.388,2020-12-18 16:52:05.474,26718,22886,4,2,18,130,32,tarde,132,2020-12-18 16:52:59.866,0.0,0.0,0.0,4.0,3,3,3
642,2020-07-24 19:56:55.361,2020-07-24 22:44:41.977,10982,18733,11,47,36,10066,915,noche,17186,2020-07-24 22:45:17.597,0.0,2.0,0.0,9.0,3,3,1
647,2021-04-13 08:46:54.418,2021-04-13 08:46:54.418,15794,15794,1,3,25,0,0,día,23038,2021-04-13 08:47:28.336,0.0,1.0,0.0,0.0,1,1,1
654,2021-03-08 18:46:19.302,2021-03-08 18:46:19.302,19544,19544,1,3,25,0,0,noche,15016,2021-03-08 18:46:51.087,0.0,1.0,0.0,0.0,1,1,1
656,2020-11-29 18:39:39.228,2020-11-29 18:39:39.228,5642,5642,1,4,21,0,0,noche,23450,2020-11-29 18:39:50.942,0.0,0.0,1.0,0.0,2,2,2
661,2020-08-15 21:09:43.118,2020-08-15 21:12:36.299,26853,26853,6,4,21,173,28,noche,12492,2020-08-15 21:15:32.898,0.0,0.0,6.0,0.0,2,2,2
671,2020-09-22 13:21:14.540,2020-09-22 13:21:14.540,7066,7066,1,4,17,0,0,tarde,27400,2020-09-22 13:22:25.644,0.0,0.0,1.0,0.0,2,2,2
677,2020-09-27 23:19:57.238,2020-09-27 23:19:57.238,4528,4528,1,3,25,0,0,noche,27856,2020-09-27 23:20:11.506,0.0,1.0,0.0,0.0,1,1,1
681,2021-04-12 03:00:25.977,2021-04-12 03:02:51.362,21215,3771,3,4,31,145,48,madrugada,7219,2021-04-12 03:05:47.779,0.0,1.0,2.0,0.0,2,2,1
685,2020-07-16 21:07:16.296,2020-07-16 21:52:27.063,7884,7884,14,28,19,2710,193,noche,19157,2020-07-16 21:53:33.286,0.0,0.0,14.0,0.0,2,2,2
687,2020-06-21 06:51:41.419,2020-06-21 07:07:23.206,20508,16675,3,3,26,941,313,madrugada,14692,2020-06-21 07:08:58.006,0.0,3.0,0.0,0.0,1,1,1
688,2020-06-23 13:53:12.309,2020-06-23 13:56:15.305,729,9391,4,4,31,182,45,tarde,23162,2020-06-23 13:58:59.854,0.0,3.0,1.0,0.0,1,1,2
691,2021-04-05 11:25:41.820,2021-04-05 11:25:41.820,2472,2472,1,3,25,0,0,día,22095,2021-04-05 11:26:17.251,0.0,1.0,0.0,0.0,1,1,1
696,2020-03-18 08:39:55.561,2020-03-18 08:40:22.790,22090,24687,2,30,16,27,13,día,263,2020-03-18 08:42:15.273,2.0,0.0,0.0,0.0,0,0,0
697,2020-09-15 20:32:05.279,2020-09-15 20:47:56.245,1660,705,3,2,18,950,316,noche,5154,2020-09-15 20:48:17.554,0.0,0.0,0.0,3.0,3,3,3
712,2020-04-18 00:14:11.028,2020-04-18 00:15:48.224,3639,20770,3,47,30,97,32,madrugada,12361,2020-04-18 00:16:59.663,0.0,0.0,2.0,1.0,2,3,2
717,2020-06-16 09:44:39.901,2020-06-16 09:44:39.901,3978,3978,1,4,17,0,0,día,24074,2020-06-16 09:45:20.841,0.0,0.0,1.0,0.0,2,2,2
720,2021-04-13 10:12:15.907,2021-04-13 16:51:19.243,21890,21890,4,4,20,23943,5985,día,15249,2021-04-13 16:51:30.689,0.0,0.0,4.0,0.0,2,2,2
722,2020-01-05 14:02:42.162,2020-01-05 14:04:16.490,21043,6673,6,47,24,94,15,tarde,9528,2020-01-05 14:05:10.421,1.0,0.0,0.0,5.0,3,0,3
730,2021-01-02 17:08:02.884,2021-01-02 17:08:02.884,27391,27391,1,4,18,0,0,tarde,15064,2021-01-02 17:10:33.507,0.0,0.0,1.0,0.0,2,2,2
746,2020-07-05 11:20:15.484,2020-07-05 12:23:07.147,12619,8591,5,30,29,3771,754,día,17308,2020-07-05 12:24:08.977,3.0,2.0,0.0,0.0,0,0,1
755,2020-04-11 15:52:03.891,2020-04-11 15:52:36.518,10511,16657,2,30,31,32,16,tarde,7574,2020-04-11 15:53:11.940,0.0,1.0,1.0,0.0,1,2,1
756,2020-05-02 06:21:32.205,2020-05-02 06:21:32.205,21447,21447,1,30,25,0,0,madrugada,26394,2020-05-02 06:22:20.870,0.0,1.0,0.0,0.0,1,1,1
762,2020-09-10 19:06:50.186,2020-09-10 19:06:50.186,24349,24349,1,3,25,0,0,noche,23185,2020-09-10 19:11:13.149,0.0,1.0,0.0,0.0,1,1,1
767,2020-01-11 09:21:39.681,2020-01-11 09:21:39.681,7360,7360,1,30,18,0,0,día,22267,2020-01-11 09:23:49.990,0.0,0.0,1.0,0.0,2,2,2
778,2020-07-16 19:56:02.232,2020-07-16 19:56:45.922,14058,19745,2,3,25,43,21,noche,22782,2020-07-16 19:56:59.466,0.0,2.0,0.0,0.0,1,1,1
781,2020-03-31 09:08:50.612,2020-03-31 09:14:27.141,23694,4135,5,30,28,336,67,día,15580,2020-03-31 09:17:00.521,2.0,3.0,0.0,0.0,1,0,1
782,2021-05-14 15:20:53.244,2021-05-14 15:20:53.244,27882,27882,1,2,18,0,0,tarde,9914,2021-05-14 17:48:41.203,0.0,0.0,0.0,1.0,3,3,3
795,2021-05-18 13:14:32.982,2021-05-18 13:16:37.286,27882,5226,2,2,18,124,62,tarde,14004,2021-05-18 13:16:44.633,0.0,0.0,0.0,2.0,3,3,3
799,2020-11-14 19:31:47.989,2020-11-14 19:31:47.989,26067,26067,1,30,25,0,0,noche,27207,2020-11-14 19:32:17.535,0.0,1.0,0.0,0.0,1,1,1
